image_name,vehicle_class,start_date,expiry_date,confidence,rotation_angle
374018.jpg,B1,25.01.2000,17.05.2031,0.9276812076568604,0
374018.jpg,B,25.01.2008,17.05.2031,0.855698823928833,0
374018.jpg,C1,25.01.2008,17.05.2027,0.9055062532424927,0
374018.jpg,C,25.01.2008,17.05.2027,0.7315935492515564,0
374018.jpg,CE,25.01.2008,17.05.2027,0.9951670169830322,0
374018.jpg,D1,25.01.2008,17.05.2027,0.9934864044189453,0
374018.jpg,D,,,0.990587592124939,0
374018.jpg,DE,,,0.9119547605514526,0
374018.jpg,G1,25.01.2008,17.05.2031,0.9921905994415283,0
374018.jpg,G,25.01.2008,17.05.2031,0.993747353553772,0
374018.jpg,J,25.01.2003,17.05.2027,0.9410813450813293,0
374017.jpg,A1,07.01.2014,22.04.2029,0.9974932670593262,0
374017.jpg,A,07.01.2014,22.04.2029,0.6833416819572449,0
374017.jpg,B1,07.01.2014,22.04.2029,0.9820663928985596,0
374017.jpg,B,21.01.2014,22.04.2029,0.9855522513389587,0
374017.jpg,C1,14.02.2017,22.04.2025,0.995370626449585,0
374017.jpg,C,14.02.2017,22.04.2025,0.7486607432365417,0
374017.jpg,CE,,,0.9961600303649902,0
374017.jpg,D1,14.02.2017,22.04.2025,0.9872381091117859,0
374017.jpg,D,14.02.2017,22.04.2025,0.9968422651290894,0
374017.jpg,DE,,,0.9980674386024475,0
374017.jpg,G1,07.01.2014,22.04.2029,0.9856891632080078,0
374017.jpg,G,14.02.2017,22.04.2029,0.981917679309845,0
374017.jpg,J,,,0.0,0
374016.jpg,A1,22.12.2017,22.12.2025,0.998163104057312,0
374016.jpg,A,22.12.2017,22.12.2025,0.9983251690864563,0
374016.jpg,B1,22.12.2017,22.12.2025,0.993915319442749,0
374016.jpg,B,22.12.2017,22.12.2025,0.9896416068077087,0
374016.jpg,C1,,,0.9935849905014038,0
374016.jpg,C,,,0.8383885622024536,0
374016.jpg,CE,,,0.9977560043334961,0
374016.jpg,D1,,,0.9963531494140625,0
374016.jpg,D,,,0.9559398293495178,0
374016.jpg,DE,,,0.9974071979522705,0
374016.jpg,G1,22.12.2017,22.12.2025,0.9984720945358276,0
374016.jpg,G,,,0.9975390434265137,0
374016.jpg,J,,,0.9868038296699524,0
373994.jpg,A1,,,0.9623599052429199,0
373994.jpg,A,19.07.2017,19.07.2025,0.9972589015960693,0
373994.jpg,B1,13.09.2017,13.09.2025,0.7629448175430298,0
373994.jpg,B,21.08.2017,21.08.2025,0.9396879076957703,0
373994.jpg,C1,,,0.7134596109390259,0
373994.jpg,C,,,0.8082639575004578,0
373994.jpg,CE,,,0.9888647198677063,0
373994.jpg,D1,,,0.9759770631790161,0
373994.jpg,D,,,0.9942954182624817,0
373994.jpg,DE,,,0.9984074831008911,0
373994.jpg,G1,21.08.2017,21.08.2025,0.9868696928024292,0
373994.jpg,G,,,0.9940916895866394,0
373994.jpg,J,,,0.833361804485321,0
373825.jpg,A1,11.12.2020,11.12.2028,0.9939978122711182,0
373825.jpg,A,11.12.2020,11.12.2028,0.9991344809532166,0
373825.jpg,B1,11.12.2020,11.12.2028,0.9838007688522339,0
373825.jpg,B,11.12.2020,11.12.2028,0.9854241013526917,0
373825.jpg,C1,,,0.9964469075202942,0
373825.jpg,C,,,0.8166848421096802,0
373825.jpg,CE,,,0.9973188638687134,0
